Report ID,Filing Year,Filing Period,Report Type,Entity Name,Street Address,City,State,Zip Code,Phone Number,Principal Last Name,Principal First Name,Lobbyist Employees,Target Office,Candidate Last Name,Candidate First Name,Candidate Type,Political Committee,Third Party,Compensation Owed,Total Expenses,Total Raised
397619,2019,3,Fundraising,Constantinople & Vallone Consulting LLC,"233 Broadway, Suite 830",New York,NY,10279,2123936500,Vallone,Perry,Anthony Constantinople  III; Jacob Potent; Perry Vallone;,City Council Member,Moya,Francisco,Candidate,Moya for New York,,0,0,250
397619,2019,3,Fundraising,Constantinople & Vallone Consulting LLC,"233 Broadway, Suite 830",New York,NY,10279,2123936500,Vallone,Perry,Anthony Constantinople  III; Lauren George; Perry Vallone;,Mayor,Adams,Eric,Candidate,Eric Adams 2021,,0,0,400
397619,2019,3,Fundraising,Constantinople & Vallone Consulting LLC,"233 Broadway, Suite 830",New York,NY,10279,2123936500,Vallone,Perry,Anthony Constantinople  III; Perry Vallone; Lauren George;,City Council Member,Salamanca,Rafael,Candidate,Salamanca 2021,,0,0,2950
397619,2019,3,Fundraising,Constantinople & Vallone Consulting LLC,"233 Broadway, Suite 830",New York,NY,10279,2123936500,Vallone,Perry,Anthony Constantinople  III; Lauren George; Perry Vallone;,Borough President,Reynoso,Antonio,Candidate,Reynoso for Brooklyn,,0,0,1000
397619,2019,3,Fundraising,Constantinople & Vallone Consulting LLC,"233 Broadway, Suite 830",New York,NY,10279,2123936500,Vallone,Perry,Perry Vallone;,Borough President,Vallone,Paul,Candidate,Vote Vallone,,0,0,2500
397619,2019,3,Fundraising,Constantinople & Vallone Consulting LLC,"233 Broadway, Suite 830",New York,NY,10279,2123936500,Vallone,Perry,Anthony Constantinople  III; Jacob Potent; Perry Vallone;,City Council Member,Moya,Francisco,Candidate,Moya for New York,,0,0,250
397619,2019,3,Fundraising,Constantinople & Vallone Consulting LLC,"233 Broadway, Suite 830",New York,NY,10279,2123936500,Vallone,Perry,Anthony Constantinople  III; Lauren George; Perry Vallone;,Mayor,Adams,Eric,Candidate,Eric Adams 2021,,0,0,400
397619,2019,3,Fundraising,Constantinople & Vallone Consulting LLC,"233 Broadway, Suite 830",New York,NY,10279,2123936500,Vallone,Perry,Anthony Constantinople  III; Perry Vallone; Lauren George;,City Council Member,Salamanca,Rafael,Candidate,Salamanca 2021,,0,0,2950
397619,2019,3,Fundraising,Constantinople & Vallone Consulting LLC,"233 Broadway, Suite 830",New York,NY,10279,2123936500,Vallone,Perry,Anthony Constantinople  III; Lauren George; Perry Vallone;,Borough President,Reynoso,Antonio,Candidate,Reynoso for Brooklyn,,0,0,1000
397619,2019,3,Fundraising,Constantinople & Vallone Consulting LLC,"233 Broadway, Suite 830",New York,NY,10279,2123936500,Vallone,Perry,Perry Vallone;,Borough President,Vallone,Paul,Candidate,Vote Vallone,,0,0,2500
397619,2019,3,Fundraising,Constantinople & Vallone Consulting LLC,"233 Broadway, Suite 830",New York,NY,10279,2123936500,Vallone,Perry,Anthony Constantinople  III; Jacob Potent; Perry Vallone;,City Council Member,Moya,Francisco,Candidate,Moya for New York,,0,0,250
397619,2019,3,Fundraising,Constantinople & Vallone Consulting LLC,"233 Broadway, Suite 830",New York,NY,10279,2123936500,Vallone,Perry,Anthony Constantinople  III; Lauren George; Perry Vallone;,Mayor,Adams,Eric,Candidate,Eric Adams 2021,,0,0,400
401251,2019,4,Fundraising,"New York Electrical Contractors Association, Inc.",633 Third Ave. Foor 9,NYC,NY,10017,2124810530,Rescigno Jr.,Peter R.,Peter Rescigno;,Borough President,Crowley,Elizabeth,Candidate,Friends of Elizabeth Crowley,,0,0,6500
401251,2019,4,Fundraising,"New York Electrical Contractors Association, Inc.",633 Third Ave. Foor 9,NYC,NY,10017,2124810530,Rescigno Jr.,Peter R.,Peter Rescigno;,Borough President,Crowley,Elizabeth,Candidate,Friends of Elizabeth Crowley,,0,0,6500
401251,2019,4,Fundraising,"New York Electrical Contractors Association, Inc.",633 Third Ave. Foor 9,NYC,NY,10017,2124810530,Rescigno Jr.,Peter R.,Peter Rescigno;,Borough President,Crowley,Elizabeth,Candidate,Friends of Elizabeth Crowley,,0,0,6500
402082,2019,4,Fundraising,Constantinople & Vallone Consulting LLC,"233 Broadway, Suite 830",New York,NY,10279,2123936500,Vallone,Perry,Perry Vallone;,Borough President,Vallone,Paul,Candidate,Vote Vallone,,0,0,250
387018,2019,1,Fundraising,"James F. Capalino & Associates, Inc.","233 Broadway, Suite 710",New York,NY,10007,2126165810,Fiorillo,Jessica,Fred Kreizman;,Undecided,Adams,Eric,Candidate,Eric Adams 2021,,0,0,0
387018,2019,1,Fundraising,"James F. Capalino & Associates, Inc.","233 Broadway, Suite 710",New York,NY,10007,2126165810,Fiorillo,Jessica,Fred Kreizman;,Undecided,Adams,Eric,Candidate,Eric Adams 2021,,0,0,0
388485,2019,1,Fundraising,Connelly McLaughlin & Woloz,233 Broadway Suite 2310,New York,NY,10279,2124377373,Woloz,Michael,Michael Woloz;,District Attorney,Katz,Melinda,Public Servant,KATZ NYS,,2500,0,2500
388485,2019,1,Fundraising,Connelly McLaughlin & Woloz,233 Broadway Suite 2310,New York,NY,10279,2124377373,Woloz,Michael,Michael Woloz;,NYC Council Member,Constantinides,Costa,Public Servant,Costa 2021,,3100,0,3100
388485,2019,1,Fundraising,Connelly McLaughlin & Woloz,233 Broadway Suite 2310,New York,NY,10279,2124377373,Woloz,Michael,Michael Woloz;,NYC Council Member,Rodriquez,Ydanis,Public Servant,Ydanis for NYC,,1000,0,1000
388485,2019,1,Fundraising,Connelly McLaughlin & Woloz,233 Broadway Suite 2310,New York,NY,10279,2124377373,Woloz,Michael,Michael Woloz;,NYC Council Member,Diaz Jr.,Ruben,Public Servant,NYC Diaz,,2000,0,2000
388485,2019,1,Fundraising,Connelly McLaughlin & Woloz,233 Broadway Suite 2310,New York,NY,10279,2124377373,Woloz,Michael,Michael Woloz;,District Attorney,Katz,Melinda,Public Servant,KATZ NYS,,2500,0,2500
388485,2019,1,Fundraising,Connelly McLaughlin & Woloz,233 Broadway Suite 2310,New York,NY,10279,2124377373,Woloz,Michael,Michael Woloz;,NYC Council Member,Constantinides,Costa,Public Servant,Costa 2021,,3100,0,3100
388485,2019,1,Fundraising,Connelly McLaughlin & Woloz,233 Broadway Suite 2310,New York,NY,10279,2124377373,Woloz,Michael,Michael Woloz;,NYC Council Member,Rodriquez,Ydanis,Public Servant,Ydanis for NYC,,1000,0,1000
388485,2019,1,Fundraising,Connelly McLaughlin & Woloz,233 Broadway Suite 2310,New York,NY,10279,2124377373,Woloz,Michael,Michael Woloz;,NYC Council Member,Diaz Jr.,Ruben,Public Servant,NYC Diaz,,2000,0,2000
388610,2019,1,Fundraising,Davidoff Hutcher & Citron LLP,605 Third Avenue,"New York,",NY,10158,6464283280,Goldstein,Arthur,Arthur Goldstein;,Public Advocate,espinal,rafael,Candidate,espinal for nyc,,0,0,500
388610,2019,1,Fundraising,Davidoff Hutcher & Citron LLP,605 Third Avenue,"New York,",NY,10158,6464283280,Goldstein,Arthur,Arthur Goldstein;,Borough President,cornegy,robert,Candidate,cornegy for new york,,0,0,250
388610,2019,1,Fundraising,Davidoff Hutcher & Citron LLP,605 Third Avenue,"New York,",NY,10158,6464283280,Goldstein,Arthur,John ''Sean'' Crowley;,Public Advocate,o'donnell,daniel,Candidate,danny for nyc,,0,0,200
388610,2019,1,Fundraising,Davidoff Hutcher & Citron LLP,605 Third Avenue,"New York,",NY,10158,6464283280,Goldstein,Arthur,Arthur Goldstein;,Public Advocate,espinal,rafael,Candidate,espinal for nyc,,0,0,500
388610,2019,1,Fundraising,Davidoff Hutcher & Citron LLP,605 Third Avenue,"New York,",NY,10158,6464283280,Goldstein,Arthur,Arthur Goldstein;,Borough President,cornegy,robert,Candidate,cornegy for new york,,0,0,250
388610,2019,1,Fundraising,Davidoff Hutcher & Citron LLP,605 Third Avenue,"New York,",NY,10158,6464283280,Goldstein,Arthur,John ''Sean'' Crowley;,Public Advocate,o'donnell,daniel,Candidate,danny for nyc,,0,0,200
388610,2019,1,Fundraising,Davidoff Hutcher & Citron LLP,605 Third Avenue,"New York,",NY,10158,6464283280,Goldstein,Arthur,Arthur Goldstein;,Public Advocate,espinal,rafael,Candidate,espinal for nyc,,0,0,500
388610,2019,1,Fundraising,Davidoff Hutcher & Citron LLP,605 Third Avenue,"New York,",NY,10158,6464283280,Goldstein,Arthur,Arthur Goldstein;,Borough President,cornegy,robert,Candidate,cornegy for new york,,0,0,250
388610,2019,1,Fundraising,Davidoff Hutcher & Citron LLP,605 Third Avenue,"New York,",NY,10158,6464283280,Goldstein,Arthur,John ''Sean'' Crowley;,Public Advocate,o'donnell,daniel,Candidate,danny for nyc,,0,0,200
388814,2019,1,Fundraising,Constantinople & Vallone Consulting LLC,"233 Broadway, Suite 830",New York,NY,10279,2123936500,Vallone,Perry,Jordan Press; Perry Vallone;,Borough President,Constantinides,Costa,Candidate,Costa 2021,,0,0,675
388814,2019,1,Fundraising,Constantinople & Vallone Consulting LLC,"233 Broadway, Suite 830",New York,NY,10279,2123936500,Vallone,Perry,Jordan Press; Perry Vallone;,Borough President,Constantinides,Costa,Candidate,Costa 2021,,0,0,675
388814,2019,1,Fundraising,Constantinople & Vallone Consulting LLC,"233 Broadway, Suite 830",New York,NY,10279,2123936500,Vallone,Perry,Jordan Press; Perry Vallone;,Borough President,Constantinides,Costa,Candidate,Costa 2021,,0,0,675
389383,2019,1,Fundraising,Patrick B. Jenkins & Associates,114-35 140th Street,Jamaica,NY,11436,3479560320,Andrews,Dwayne,Jordan Carelus;,Public Advocate,Walker,Latrice,Candidate,Walker for New York City,,4000,0,28257
391336,2019,2,Fundraising,Davidoff Hutcher & Citron LLP,605 Third Avenue,"New York,",NY,10158,6464283280,Goldstein,Arthur,John ''Sean'' Crowley; Brian Simon; Arthur Goldstein;,District Attorney,Katz,Melinda,Public Servant,Melinda Katz for DA,,14950,0,14950
391336,2019,2,Fundraising,Davidoff Hutcher & Citron LLP,605 Third Avenue,"New York,",NY,10158,6464283280,Goldstein,Arthur,John ''Sean'' Crowley; Brian Simon; Arthur Goldstein;,District Attorney,Katz,Melinda,Public Servant,Melinda Katz for DA,,14950,0,14950
391336,2019,2,Fundraising,Davidoff Hutcher & Citron LLP,605 Third Avenue,"New York,",NY,10158,6464283280,Goldstein,Arthur,John ''Sean'' Crowley; Brian Simon; Arthur Goldstein;,District Attorney,Katz,Melinda,Public Servant,Melinda Katz for DA,,14950,0,14950
392787,2019,2,Fundraising,Constantinople & Vallone Consulting LLC,"233 Broadway, Suite 830",New York,NY,10279,2123936500,Vallone,Perry,Perry Vallone;,Borough President,Vallone,Paul,Candidate,Vote Vallone,,0,0,1000
392787,2019,2,Fundraising,Constantinople & Vallone Consulting LLC,"233 Broadway, Suite 830",New York,NY,10279,2123936500,Vallone,Perry,Anthony Constantinople  III; Perry Vallone;,City Council Member,Moya,Francisco,Candidate,Moya for New York,,0,0,1750
392787,2019,2,Fundraising,Constantinople & Vallone Consulting LLC,"233 Broadway, Suite 830",New York,NY,10279,2123936500,Vallone,Perry,Anthony Constantinople  III; Perry Vallone;,Undecided,"Diaz, Jr.",Ruben,Candidate,NYC Diaz,,0,0,1600
392787,2019,2,Fundraising,Constantinople & Vallone Consulting LLC,"233 Broadway, Suite 830",New York,NY,10279,2123936500,Vallone,Perry,Anthony Constantinople  III; Perry Vallone;,Borough President,Richards,Donovan,Candidate,Richards for New York,,0,0,613
392787,2019,2,Fundraising,Constantinople & Vallone Consulting LLC,"233 Broadway, Suite 830",New York,NY,10279,2123936500,Vallone,Perry,Perry Vallone;,Borough President,Vallone,Paul,Candidate,Vote Vallone,,0,0,1000
392787,2019,2,Fundraising,Constantinople & Vallone Consulting LLC,"233 Broadway, Suite 830",New York,NY,10279,2123936500,Vallone,Perry,Anthony Constantinople  III; Perry Vallone;,City Council Member,Moya,Francisco,Candidate,Moya for New York,,0,0,1750
392787,2019,2,Fundraising,Constantinople & Vallone Consulting LLC,"233 Broadway, Suite 830",New York,NY,10279,2123936500,Vallone,Perry,Anthony Constantinople  III; Perry Vallone;,Undecided,"Diaz, Jr.",Ruben,Candidate,NYC Diaz,,0,0,1600
392787,2019,2,Fundraising,Constantinople & Vallone Consulting LLC,"233 Broadway, Suite 830",New York,NY,10279,2123936500,Vallone,Perry,Anthony Constantinople  III; Perry Vallone;,Borough President,Richards,Donovan,Candidate,Richards for New York,,0,0,613
392787,2019,2,Fundraising,Constantinople & Vallone Consulting LLC,"233 Broadway, Suite 830",New York,NY,10279,2123936500,Vallone,Perry,Perry Vallone;,Borough President,Vallone,Paul,Candidate,Vote Vallone,,0,0,1000
392787,2019,2,Fundraising,Constantinople & Vallone Consulting LLC,"233 Broadway, Suite 830",New York,NY,10279,2123936500,Vallone,Perry,Anthony Constantinople  III; Perry Vallone;,City Council Member,Moya,Francisco,Candidate,Moya for New York,,0,0,1750
392787,2019,2,Fundraising,Constantinople & Vallone Consulting LLC,"233 Broadway, Suite 830",New York,NY,10279,2123936500,Vallone,Perry,Anthony Constantinople  III; Perry Vallone;,Undecided,"Diaz, Jr.",Ruben,Candidate,NYC Diaz,,0,0,1600
392787,2019,2,Fundraising,Constantinople & Vallone Consulting LLC,"233 Broadway, Suite 830",New York,NY,10279,2123936500,Vallone,Perry,Anthony Constantinople  III; Perry Vallone;,Borough President,Richards,Donovan,Candidate,Richards for New York,,0,0,613
393487,2019,2,Fundraising,"Robert S. Altman, Esq., PLLC","27 Whitehall Street, 4th Floor",New York,NY,10004,2122328713,Altman,Robert,Robert Altman;,Mayor,Diaz,Ruben,Candidate,NYC Diaz,,0,0,500
394186,2019,1,Fundraising,Mirram Group LLC,"5030 Broadway, Suite 801",New York,NY,10034,2125442200,Torres,Catherine,Katharine Pichardo- Erskine;,Public Advocate,Rodriguez,Ydanis,Candidate,Ydanis for NYC,,0,0,1000
394186,2019,1,Fundraising,Mirram Group LLC,"5030 Broadway, Suite 801",New York,NY,10034,2125442200,Torres,Catherine,Katharine Pichardo- Erskine;,Public Advocate,Rodriguez,Ydanis,Candidate,Ydanis for NYC,,0,0,1000
394820,2019,2,Fundraising,Connelly McLaughlin & Woloz,233 Broadway Suite 2310,New York,NY,10279,2124377373,Woloz,Michael,Matthew Walsh;,City Council Member,Levine,Mark,Candidate,NY for Levine,,0,0,3000
394820,2019,2,Fundraising,Connelly McLaughlin & Woloz,233 Broadway Suite 2310,New York,NY,10279,2124377373,Woloz,Michael,Michael Woloz;,City Council Member,Torres,Ritchie,Candidate,Torres for Congress,,0,0,14945
394820,2019,2,Fundraising,Connelly McLaughlin & Woloz,233 Broadway Suite 2310,New York,NY,10279,2124377373,Woloz,Michael,Matthew Walsh;,City Council Member,Levine,Mark,Candidate,NY for Levine,,0,0,3000
394820,2019,2,Fundraising,Connelly McLaughlin & Woloz,233 Broadway Suite 2310,New York,NY,10279,2124377373,Woloz,Michael,Michael Woloz;,City Council Member,Torres,Ritchie,Candidate,Torres for Congress,,0,0,14945
396032,2019,3,Fundraising,Davidoff Hutcher & Citron LLP,605 Third Avenue,"New York,",NY,10158,6464283280,Goldstein,Arthur,Arthur Goldstein;,City Council Member,Louis,Farah,Candidate,Farah for City Council,,750,0,750
396032,2019,3,Fundraising,Davidoff Hutcher & Citron LLP,605 Third Avenue,"New York,",NY,10158,6464283280,Goldstein,Arthur,Arthur Goldstein;,City Council Member,Espinal,Rafael,Candidate,Espinal for NYC,,250,0,250
422734,2020,1,Fundraising,Davidoff Hutcher & Citron LLP,605 Third Avenue,"New York,",NY,10158,6464283280,Goldstein,Arthur,John ''Sean'' Crowley;,Borough President,Crowley,Elizabeth,Candidate,Elizabeth Crowley for Queens,,0,0,500
422734,2020,1,Fundraising,Davidoff Hutcher & Citron LLP,605 Third Avenue,"New York,",NY,10158,6464283280,Goldstein,Arthur,John ''Sean'' Crowley; Arthur Goldstein; Brian Simon;,Borough President,Richards,Donovan,Candidate,Richards for New York,,0,0,1980
422734,2020,1,Fundraising,Davidoff Hutcher & Citron LLP,605 Third Avenue,"New York,",NY,10158,6464283280,Goldstein,Arthur,John ''Sean'' Crowley;,Borough President,Crowley,Elizabeth,Candidate,Elizabeth Crowley for Queens,,0,0,500
422734,2020,1,Fundraising,Davidoff Hutcher & Citron LLP,605 Third Avenue,"New York,",NY,10158,6464283280,Goldstein,Arthur,John ''Sean'' Crowley; Arthur Goldstein; Brian Simon;,Borough President,Richards,Donovan,Candidate,Richards for New York,,0,0,1980
423173,2020,1,Fundraising,"Real Estate Board of New York, Inc.",570 Lexington Avenue,New York,NY,10022,2125323100,Hum,Carl,Reggie Thomas; James Whelan;,Borough President,Richard,Donovan,Candidate,Richards for New York,,0,0,18130
423173,2020,1,Fundraising,"Real Estate Board of New York, Inc.",570 Lexington Avenue,New York,NY,10022,2125323100,Hum,Carl,Reggie Thomas; James Whelan;,Borough President,Richard,Donovan,Candidate,Richards for New York,,0,0,18130
426431,2020,2,Fundraising,"Real Estate Board of New York, Inc.",570 Lexington Avenue,New York,NY,10022,2125323100,Hum,Carl,Reggie Thomas;,City Council Member,Richards,Donovan,Candidate,Richards for New York,,0,0,2545
426431,2020,2,Fundraising,"Real Estate Board of New York, Inc.",570 Lexington Avenue,New York,NY,10022,2125323100,Hum,Carl,Reggie Thomas;,City Council Member,Richards,Donovan,Candidate,Richards for New York,,0,0,2545
426847,2020,2,Fundraising,"Sanctuary for Families, Inc.","PO Box 1406, Wall Street Station (STREET ADDR CONFIDENTIAL)",New York,NY,10268,2123496009,Kluger,Judy,LISA MUELLER;,City Council Member,Lander,Brad,Candidate,Lander for NYC,,0,0,300
426847,2020,2,Fundraising,"Sanctuary for Families, Inc.","PO Box 1406, Wall Street Station (STREET ADDR CONFIDENTIAL)",New York,NY,10268,2123496009,Kluger,Judy,LISA MUELLER;,City Council Member,Lander,Brad,Candidate,Lander for NYC,,0,0,300
426847,2020,2,Fundraising,"Sanctuary for Families, Inc.","PO Box 1406, Wall Street Station (STREET ADDR CONFIDENTIAL)",New York,NY,10268,2123496009,Kluger,Judy,LISA MUELLER;,City Council Member,Lander,Brad,Candidate,Lander for NYC,,0,0,300
427839,2020,1,Fundraising,Constantinople & Vallone Consulting LLC,"233 Broadway, Suite 830",New York,NY,10279,2123936500,Vallone,Perry,Anthony Constantinople  III;,Borough President,Richards,Donovan,Candidate,Richards for New York,,0,0,1750
427839,2020,1,Fundraising,Constantinople & Vallone Consulting LLC,"233 Broadway, Suite 830",New York,NY,10279,2123936500,Vallone,Perry,Anthony Constantinople  III;,Borough President,Constantinides,Costa,Candidate,Costa 2021,,0,0,250
427839,2020,1,Fundraising,Constantinople & Vallone Consulting LLC,"233 Broadway, Suite 830",New York,NY,10279,2123936500,Vallone,Perry,Anthony Constantinople  III;,Borough President,Richards,Donovan,Candidate,Richards for New York,,0,0,1750
427839,2020,1,Fundraising,Constantinople & Vallone Consulting LLC,"233 Broadway, Suite 830",New York,NY,10279,2123936500,Vallone,Perry,Anthony Constantinople  III;,Borough President,Constantinides,Costa,Candidate,Costa 2021,,0,0,250
427839,2020,1,Fundraising,Constantinople & Vallone Consulting LLC,"233 Broadway, Suite 830",New York,NY,10279,2123936500,Vallone,Perry,Anthony Constantinople  III;,Borough President,Richards,Donovan,Candidate,Richards for New York,,0,0,1750
427839,2020,1,Fundraising,Constantinople & Vallone Consulting LLC,"233 Broadway, Suite 830",New York,NY,10279,2123936500,Vallone,Perry,Anthony Constantinople  III;,Borough President,Constantinides,Costa,Candidate,Costa 2021,,0,0,250
428273,2019,5,Fundraising,Constantinople & Vallone Consulting LLC,"233 Broadway, Suite 830",New York,NY,10279,2123936500,Vallone,Perry,Tony  Constantinople; Anthony Constantinople  III; Mariana Espinoza; Lauren George; Robert Kevin Jones; Stylianos Karolidis; Bailey McGillian; Jacob Potent; Jordan Press; Andrea Reres; Carol Swift; Perry Vallone; Peter  Vallone SR; Steven Williams;,Undecided,Vallone,Paul,Candidate,Vote Vallone,,0,0,3275
428273,2019,5,Fundraising,Constantinople & Vallone Consulting LLC,"233 Broadway, Suite 830",New York,NY,10279,2123936500,Vallone,Perry,Tony  Constantinople; Lauren George; Robert Kevin Jones; Stylianos Karolidis; Bailey McGillian; Jacob Potent; Jordan Press; Andrea Reres;,Public Advocate,Williams,Jumaane,Candidate,Jumaane 4 NY,,0,0,400
428273,2019,5,Fundraising,Constantinople & Vallone Consulting LLC,"233 Broadway, Suite 830",New York,NY,10279,2123936500,Vallone,Perry,Tony  Constantinople; Lauren George; Robert Kevin Jones; Stylianos Karolidis; Bailey McGillian; Jacob Potent; Carol Swift; Perry Vallone; Peter  Vallone SR; Steven Williams;,City Council Member,Abreu,Shaun,Candidate,Friends of Shaun Abreu,,0,0,250
450121,2020,5,Fundraising,Akerman LLP,"666 Fifth Avenue, 20th Floor",New York,NY,10103,2128803800,Polivy,Steven,Steven Sinacori;,Borough President,Salamanca,Rafael,Candidate,Salamanca 2021,,0,0,10260
428273,2019,5,Fundraising,Constantinople & Vallone Consulting LLC,"233 Broadway, Suite 830",New York,NY,10279,2123936500,Vallone,Perry,Tony  Constantinople; Anthony Constantinople  III; Mariana Espinoza; Lauren George; Robert Kevin Jones; Stylianos Karolidis; Bailey McGillian; Jacob Potent; Jordan Press; Andrea Reres; Carol Swift; Perry Vallone; Peter  Vallone SR; Steven Williams;,Undecided,Vallone,Paul,Candidate,Vote Vallone,,0,0,3275
428273,2019,5,Fundraising,Constantinople & Vallone Consulting LLC,"233 Broadway, Suite 830",New York,NY,10279,2123936500,Vallone,Perry,Tony  Constantinople; Lauren George; Robert Kevin Jones; Stylianos Karolidis; Bailey McGillian; Jacob Potent; Jordan Press; Andrea Reres;,Public Advocate,Williams,Jumaane,Candidate,Jumaane 4 NY,,0,0,400
428273,2019,5,Fundraising,Constantinople & Vallone Consulting LLC,"233 Broadway, Suite 830",New York,NY,10279,2123936500,Vallone,Perry,Tony  Constantinople; Lauren George; Robert Kevin Jones; Stylianos Karolidis; Bailey McGillian; Jacob Potent; Carol Swift; Perry Vallone; Peter  Vallone SR; Steven Williams;,City Council Member,Abreu,Shaun,Candidate,Friends of Shaun Abreu,,0,0,250
428273,2019,5,Fundraising,Constantinople & Vallone Consulting LLC,"233 Broadway, Suite 830",New York,NY,10279,2123936500,Vallone,Perry,Tony  Constantinople; Anthony Constantinople  III; Mariana Espinoza; Lauren George; Robert Kevin Jones; Stylianos Karolidis; Bailey McGillian; Jacob Potent; Jordan Press; Andrea Reres; Carol Swift; Perry Vallone; Peter  Vallone SR; Steven Williams;,Undecided,Vallone,Paul,Candidate,Vote Vallone,,0,0,3275
428273,2019,5,Fundraising,Constantinople & Vallone Consulting LLC,"233 Broadway, Suite 830",New York,NY,10279,2123936500,Vallone,Perry,Tony  Constantinople; Lauren George; Robert Kevin Jones; Stylianos Karolidis; Bailey McGillian; Jacob Potent; Jordan Press; Andrea Reres;,Public Advocate,Williams,Jumaane,Candidate,Jumaane 4 NY,,0,0,400
428273,2019,5,Fundraising,Constantinople & Vallone Consulting LLC,"233 Broadway, Suite 830",New York,NY,10279,2123936500,Vallone,Perry,Tony  Constantinople; Lauren George; Robert Kevin Jones; Stylianos Karolidis; Bailey McGillian; Jacob Potent; Carol Swift; Perry Vallone; Peter  Vallone SR; Steven Williams;,City Council Member,Abreu,Shaun,Candidate,Friends of Shaun Abreu,,0,0,250
428274,2019,6,Fundraising,Constantinople & Vallone Consulting LLC,"233 Broadway, Suite 830",New York,NY,10279,2123936500,Vallone,Perry,Perry Vallone; Tony  Constantinople; Anthony Constantinople  III; Lauren George; Robert Kevin Jones; Stylianos Karolidis; Bailey McGillian; Julianna Mirra; Jacob Potent; Jordan Press; Andrea Reres; Carol Swift; Peter  Vallone SR; Steven Williams;,Borough President,Vallone,Paul,Candidate,Vote Vallone,,0,0,400
428274,2019,6,Fundraising,Constantinople & Vallone Consulting LLC,"233 Broadway, Suite 830",New York,NY,10279,2123936500,Vallone,Perry,Perry Vallone; Tony  Constantinople; Anthony Constantinople  III; Lauren George; Robert Kevin Jones; Stylianos Karolidis; Bailey McGillian; Julianna Mirra; Jacob Potent; Jordan Press; Andrea Reres; Carol Swift; Peter  Vallone SR; Steven Williams;,Borough President,Vallone,Paul,Candidate,Vote Vallone,,0,0,400
